location,population,date,HighestInfectionCount,PercentPopulationInfected
Dominica,71991,2020-05-29,16,0.0200
Dominica,71991,2020-05-30,16,0.0200
Dominica,71991,2020-05-31,16,0.0200
Dominica,71991,2020-06-01,16,0.0200
"Dominican Republic",10847904,2020-04-05,1745,0.0200
"Dominican Republic",10847904,2020-04-06,1828,0.0200
"Dominican Republic",10847904,2020-04-07,1956,0.0200
"Dominican Republic",10847904,2020-04-08,2111,0.0200
"Dominican Republic",10847904,2020-04-09,2349,0.0200
"Dominican Republic",10847904,2020-04-10,2620,0.0200
Ecuador,17643060,2020-04-01,2748,0.0200
Ecuador,17643060,2020-04-02,3163,0.0200
Ecuador,17643060,2020-04-03,3368,0.0200
Ecuador,17643060,2020-04-04,3465,0.0200
Ecuador,17643060,2020-04-05,3646,0.0200
Ecuador,17643060,2020-04-06,3747,0.0200
Ecuador,17643060,2020-04-07,3747,0.0200
Egypt,102334403,2020-05-22,15786,0.0200
Egypt,102334403,2020-05-23,16513,0.0200
Egypt,102334403,2020-05-24,17265,0.0200
Egypt,102334403,2020-05-25,17967,0.0200
Egypt,102334403,2020-05-26,18756,0.0200
Egypt,102334403,2020-05-27,19666,0.0200
Egypt,102334403,2020-05-28,20793,0.0200
Egypt,102334403,2020-05-29,22082,0.0200
Egypt,102334403,2020-05-30,23449,0.0200
Egypt,102334403,2020-05-31,24985,0.0200
Austria,9006400,2020-03-18,1646,0.0200
Austria,9006400,2020-03-19,2013,0.0200
Azerbaijan,10139175,2020-04-23,1548,0.0200
Azerbaijan,10139175,2020-04-24,1592,0.0200
Azerbaijan,10139175,2020-04-25,1617,0.0200
Azerbaijan,10139175,2020-04-26,1645,0.0200
Azerbaijan,10139175,2020-04-27,1678,0.0200
Azerbaijan,10139175,2020-04-28,1717,0.0200
Azerbaijan,10139175,2020-04-29,1766,0.0200
Azerbaijan,10139175,2020-04-30,1804,0.0200
Azerbaijan,10139175,2020-05-01,1854,0.0200
Azerbaijan,10139175,2020-05-02,1894,0.0200
Azerbaijan,10139175,2020-05-03,1932,0.0200
Azerbaijan,10139175,2020-05-04,1984,0.0200
Azerbaijan,10139175,2020-05-05,2060,0.0200
Azerbaijan,10139175,2020-05-06,2127,0.0200
Azerbaijan,10139175,2020-05-07,2204,0.0200
Azerbaijan,10139175,2020-05-08,2279,0.0200
Azerbaijan,10139175,2020-05-09,2422,0.0200
Azerbaijan,10139175,2020-05-10,2519,0.0200
Bahamas,393248,2020-04-20,60,0.0200
Bahamas,393248,2020-04-21,65,0.0200
Bahamas,393248,2020-04-22,65,0.0200
Bahamas,393248,2020-04-23,72,0.0200
Bahamas,393248,2020-04-24,73,0.0200
Bahamas,393248,2020-04-25,78,0.0200
Bahamas,393248,2020-04-26,80,0.0200
Bahamas,393248,2020-04-27,80,0.0200
Bahamas,393248,2020-04-28,80,0.0200
Bahamas,393248,2020-04-29,80,0.0200
Bahamas,393248,2020-04-30,81,0.0200
Bahamas,393248,2020-05-01,81,0.0200
Bahamas,393248,2020-05-02,83,0.0200
Bahamas,393248,2020-05-03,83,0.0200
Bahamas,393248,2020-05-04,83,0.0200
Bahamas,393248,2020-05-05,89,0.0200
Bahamas,393248,2020-05-06,92,0.0200
Bahamas,393248,2020-05-07,92,0.0200
Bahamas,393248,2020-05-08,92,0.0200
Bahamas,393248,2020-05-09,92,0.0200
Bahamas,393248,2020-05-10,92,0.0200
Bahamas,393248,2020-05-11,93,0.0200
Bahamas,393248,2020-05-12,93,0.0200
Bahamas,393248,2020-05-13,94,0.0200
Bahamas,393248,2020-05-14,96,0.0200
Bahamas,393248,2020-05-15,96,0.0200
Bahamas,393248,2020-05-16,96,0.0200
Bahamas,393248,2020-05-17,96,0.0200
Bahamas,393248,2020-05-18,96,0.0200
Bahamas,393248,2020-05-19,96,0.0200
Bahamas,393248,2020-05-20,97,0.0200
Bahamas,393248,2020-05-21,97,0.0200
Bahamas,393248,2020-05-22,97,0.0200
Bahrain,1701583,2020-03-18,256,0.0200
Bahrain,1701583,2020-03-19,278,0.0200
Bahrain,1701583,2020-03-20,285,0.0200
Bahrain,1701583,2020-03-21,305,0.0200
Bahrain,1701583,2020-03-22,334,0.0200
Bahrain,1701583,2020-03-23,377,0.0200
Bahrain,1701583,2020-03-24,392,0.0200
Bahrain,1701583,2020-03-25,419,0.0200
Bangladesh,164689383,2020-05-19,25121,0.0200
Bangladesh,164689383,2020-05-20,26738,0.0200
Bangladesh,164689383,2020-05-21,28511,0.0200
Bangladesh,164689383,2020-05-22,30205,0.0200
Bangladesh,164689383,2020-05-23,32078,0.0200
Bangladesh,164689383,2020-05-24,33610,0.0200
Bangladesh,164689383,2020-05-25,35585,0.0200
Bangladesh,164689383,2020-05-26,36751,0.0200
Bangladesh,164689383,2020-05-27,38292,0.0200
Bangladesh,164689383,2020-05-28,40321,0.0200
Barbados,287371,2020-04-02,46,0.0200
Barbados,287371,2020-04-03,51,0.0200
Barbados,287371,2020-04-04,52,0.0200
Barbados,287371,2020-04-05,56,0.0200
Barbados,287371,2020-04-06,60,0.0200
Barbados,287371,2020-04-07,63,0.0200
Barbados,287371,2020-04-08,63,0.0200
Barbados,287371,2020-04-09,66,0.0200
Barbados,287371,2020-04-10,67,0.0200
Barbados,287371,2020-04-11,68,0.0200
Barbados,287371,2020-04-12,71,0.0200
Belarus,9449321,2020-04-09,1486,0.0200
Belarus,9449321,2020-04-10,1981,0.0200
Belarus,9449321,2020-04-11,2226,0.0200
Belgium,11589616,2020-03-19,1795,0.0200
Belgium,11589616,2020-03-20,2257,0.0200
Belgium,11589616,2020-03-21,2815,0.0200
Colombia,50882884,2020-05-03,7668,0.0200
Colombia,50882884,2020-05-04,7973,0.0200
Colombia,50882884,2020-05-05,8613,0.0200
Colombia,50882884,2020-05-06,8959,0.0200
Colombia,50882884,2020-05-07,9456,0.0200
Colombia,50882884,2020-05-08,10051,0.0200
Colombia,50882884,2020-05-09,10495,0.0200
Colombia,50882884,2020-05-10,11063,0.0200
Colombia,50882884,2020-05-11,11613,0.0200
Colombia,50882884,2020-05-12,12272,0.0200
Comoros,869595,2020-06-02,132,0.0200
Comoros,869595,2020-06-03,132,0.0200
Comoros,869595,2020-06-04,132,0.0200
Comoros,869595,2020-06-05,132,0.0200
Comoros,869595,2020-06-06,141,0.0200
Comoros,869595,2020-06-07,141,0.0200
Comoros,869595,2020-06-08,141,0.0200
Comoros,869595,2020-06-09,141,0.0200
Comoros,869595,2020-06-10,162,0.0200
Comoros,869595,2020-06-11,162,0.0200
Comoros,869595,2020-06-12,163,0.0200
Comoros,869595,2020-06-13,176,0.0200
Comoros,869595,2020-06-14,176,0.0200
Comoros,869595,2020-06-15,176,0.0200
Comoros,869595,2020-06-16,197,0.0200
Comoros,869595,2020-06-17,197,0.0200
Comoros,869595,2020-06-18,210,0.0200
Comoros,869595,2020-06-19,210,0.0200
Congo,5518092,2020-06-15,883,0.0200
Congo,5518092,2020-06-16,883,0.0200
Congo,5518092,2020-06-17,883,0.0200
Congo,5518092,2020-06-18,883,0.0200
Congo,5518092,2020-06-19,883,0.0200
Congo,5518092,2020-06-20,883,0.0200
Congo,5518092,2020-06-21,883,0.0200
Congo,5518092,2020-06-22,1087,0.0200
Congo,5518092,2020-06-23,1087,0.0200
Congo,5518092,2020-06-24,1087,0.0200
Congo,5518092,2020-06-25,1087,0.0200
Congo,5518092,2020-06-26,1087,0.0200
Congo,5518092,2020-06-27,1087,0.0200
Congo,5518092,2020-06-28,1087,0.0200
Congo,5518092,2020-06-29,1087,0.0200
Congo,5518092,2020-06-30,1087,0.0200
"Costa Rica",5094114,2020-05-07,765,0.0200
"Costa Rica",5094114,2020-05-08,773,0.0200
"Costa Rica",5094114,2020-05-09,780,0.0200
"Costa Rica",5094114,2020-05-10,792,0.0200
"Costa Rica",5094114,2020-05-11,801,0.0200
"Costa Rica",5094114,2020-05-12,804,0.0200
"Costa Rica",5094114,2020-05-13,815,0.0200
"Costa Rica",5094114,2020-05-14,830,0.0200
"Costa Rica",5094114,2020-05-15,843,0.0200
"Costa Rica",5094114,2020-05-16,853,0.0200
"Costa Rica",5094114,2020-05-17,863,0.0200
"Costa Rica",5094114,2020-05-18,866,0.0200
"Costa Rica",5094114,2020-05-19,882,0.0200
"Costa Rica",5094114,2020-05-20,897,0.0200
"Costa Rica",5094114,2020-05-21,903,0.0200
"Costa Rica",5094114,2020-05-22,911,0.0200
"Costa Rica",5094114,2020-05-23,918,0.0200
"Costa Rica",5094114,2020-05-24,930,0.0200
"Costa Rica",5094114,2020-05-25,951,0.0200
"Costa Rica",5094114,2020-05-26,956,0.0200
"Costa Rica",5094114,2020-05-27,984,0.0200
"Costa Rica",5094114,2020-05-28,1000,0.0200
"Costa Rica",5094114,2020-05-29,1022,0.0200
"Costa Rica",5094114,2020-05-30,1047,0.0200
"Costa Rica",5094114,2020-05-31,1056,0.0200
"Costa Rica",5094114,2020-06-01,1084,0.0200
"Costa Rica",5094114,2020-06-02,1105,0.0200
"Costa Rica",5094114,2020-06-03,1157,0.0200
"Costa Rica",5094114,2020-06-04,1194,0.0200
"Costa Rica",5094114,2020-06-05,1228,0.0200
"Costa Rica",5094114,2020-06-06,1263,0.0200
"Cote d'Ivoire",26378275,2020-06-09,3995,0.0200
"Cote d'Ivoire",26378275,2020-06-10,4181,0.0200
"Cote d'Ivoire",26378275,2020-06-11,4404,0.0200
"Cote d'Ivoire",26378275,2020-06-12,4684,0.0200
"Cote d'Ivoire",26378275,2020-06-13,4848,0.0200
"Cote d'Ivoire",26378275,2020-06-14,5084,0.0200
"Cote d'Ivoire",26378275,2020-06-15,5439,0.0200
"Cote d'Ivoire",26378275,2020-06-16,5679,0.0200
"Cote d'Ivoire",26378275,2020-06-17,6063,0.0200
"Cote d'Ivoire",26378275,2020-06-18,6444,0.0200
Croatia,4105268,2020-03-28,657,0.0200
Croatia,4105268,2020-03-29,713,0.0200
Croatia,4105268,2020-03-30,790,0.0200
Croatia,4105268,2020-03-31,867,0.0200
Croatia,4105268,2020-04-01,963,0.0200
Croatia,4105268,2020-04-02,1011,0.0200
Cuba,11326616,2020-05-06,1703,0.0200
Cuba,11326616,2020-05-07,1729,0.0200
Cuba,11326616,2020-05-08,1741,0.0200
Cuba,11326616,2020-05-09,1754,0.0200
Cuba,11326616,2020-05-10,1766,0.0200
Cuba,11326616,2020-05-11,1783,0.0200
Cuba,11326616,2020-05-12,1804,0.0200
Cuba,11326616,2020-05-13,1810,0.0200
Cuba,11326616,2020-05-14,1830,0.0200
Cuba,11326616,2020-05-15,1840,0.0200
Cuba,11326616,2020-05-16,1862,0.0200
Cuba,11326616,2020-05-17,1872,0.0200
Cuba,11326616,2020-05-18,1881,0.0200
Cuba,11326616,2020-05-19,1887,0.0200
Cuba,11326616,2020-05-20,1900,0.0200
Cuba,11326616,2020-05-21,1908,0.0200
Cuba,11326616,2020-05-22,1916,0.0200
Cuba,11326616,2020-05-23,1931,0.0200
Cuba,11326616,2020-05-24,1941,0.0200
Cuba,11326616,2020-05-25,1947,0.0200
Cuba,11326616,2020-05-26,1963,0.0200
Cuba,11326616,2020-05-27,1974,0.0200
Cuba,11326616,2020-05-28,1983,0.0200
Cuba,11326616,2020-05-29,2005,0.0200
Cuba,11326616,2020-05-30,2025,0.0200
Cuba,11326616,2020-05-31,2045,0.0200
Cuba,11326616,2020-06-01,2083,0.0200
Cuba,11326616,2020-06-02,2092,0.0200
Cuba,11326616,2020-06-03,2107,0.0200
Cuba,11326616,2020-06-04,2119,0.0200
Cuba,11326616,2020-06-05,2133,0.0200
Cuba,11326616,2020-06-06,2173,0.0200
Cuba,11326616,2020-06-07,2191,0.0200
Cuba,11326616,2020-06-08,2200,0.0200
Cuba,11326616,2020-06-09,2205,0.0200
Cuba,11326616,2020-06-10,2211,0.0200
Cuba,11326616,2020-06-11,2219,0.0200
Cuba,11326616,2020-06-12,2233,0.0200
Cuba,11326616,2020-06-13,2238,0.0200
Cuba,11326616,2020-06-14,2248,0.0200
Cuba,11326616,2020-06-15,2262,0.0200
Cuba,11326616,2020-06-16,2273,0.0200
Cuba,11326616,2020-06-17,2280,0.0200
Cuba,11326616,2020-06-18,2295,0.0200
Cuba,11326616,2020-06-19,2305,0.0200
Cuba,11326616,2020-06-20,2309,0.0200
Cuba,11326616,2020-06-21,2312,0.0200
Cuba,11326616,2020-06-22,2315,0.0200
Cuba,11326616,2020-06-23,2318,0.0200
Cuba,11326616,2020-06-24,2319,0.0200
Cuba,11326616,2020-06-25,2321,0.0200
Cuba,11326616,2020-06-26,2325,0.0200
Cuba,11326616,2020-06-27,2330,0.0200
Cuba,11326616,2020-06-28,2332,0.0200
Cuba,11326616,2020-06-29,2340,0.0200
Cuba,11326616,2020-06-30,2341,0.0200
Cuba,11326616,2020-07-01,2348,0.0200
Cuba,11326616,2020-07-02,2353,0.0200
Cuba,11326616,2020-07-03,2361,0.0200
Cuba,11326616,2020-07-04,2369,0.0200
Cuba,11326616,2020-07-05,2372,0.0200
Cuba,11326616,2020-07-06,2380,0.0200
Cuba,11326616,2020-07-07,2395,0.0200
Cuba,11326616,2020-07-08,2399,0.0200
Cuba,11326616,2020-07-09,2403,0.0200
Cuba,11326616,2020-07-10,2413,0.0200
Cuba,11326616,2020-07-11,2420,0.0200
Cuba,11326616,2020-07-12,2426,0.0200
Cuba,11326616,2020-07-13,2428,0.0200
Cuba,11326616,2020-07-14,2432,0.0200
Cuba,11326616,2020-07-15,2438,0.0200
Cuba,11326616,2020-07-16,2440,0.0200
Cuba,11326616,2020-07-17,2444,0.0200
Cuba,11326616,2020-07-18,2445,0.0200
Cuba,11326616,2020-07-19,2446,0.0200
Cuba,11326616,2020-07-20,2446,0.0200
Cuba,11326616,2020-07-21,2449,0.0200
Cuba,11326616,2020-07-22,2462,0.0200
Cuba,11326616,2020-07-23,2466,0.0200
Cuba,11326616,2020-07-24,2469,0.0200
Cuba,11326616,2020-07-25,2478,0.0200
Cuba,11326616,2020-07-26,2495,0.0200
Cuba,11326616,2020-07-27,2532,0.0200
Cuba,11326616,2020-07-28,2555,0.0200
Cuba,11326616,2020-07-29,2588,0.0200
Cuba,11326616,2020-07-30,2597,0.0200
Cuba,11326616,2020-07-31,2608,0.0200
Cuba,11326616,2020-08-01,2633,0.0200
Cuba,11326616,2020-08-02,2646,0.0200
Cuba,11326616,2020-08-03,2670,0.0200
Cuba,11326616,2020-08-04,2701,0.0200
Cuba,11326616,2020-08-05,2726,0.0200
Cuba,11326616,2020-08-06,2775,0.0200
Cuba,11326616,2020-08-07,2829,0.0200
Cyprus,875899,2020-03-25,132,0.0200
Cyprus,875899,2020-03-26,146,0.0200
Cyprus,875899,2020-03-27,162,0.0200
Cyprus,875899,2020-03-28,179,0.0200
Cyprus,875899,2020-03-29,214,0.0200
Afghanistan,38928341,2020-05-15,6054,0.0200
Afghanistan,38928341,2020-05-16,6403,0.0200
Afghanistan,38928341,2020-05-17,6665,0.0200
Afghanistan,38928341,2020-05-18,7073,0.0200
Afghanistan,38928341,2020-05-19,7654,0.0200
Afghanistan,38928341,2020-05-20,8146,0.0200
Afghanistan,38928341,2020-05-21,8677,0.0200
Afghanistan,38928341,2020-05-22,9219,0.0200
Albania,2877800,2020-04-11,433,0.0200
Albania,2877800,2020-04-12,446,0.0200
Albania,2877800,2020-04-13,467,0.0200
Albania,2877800,2020-04-14,475,0.0200
Albania,2877800,2020-04-15,494,0.0200
Albania,2877800,2020-04-16,518,0.0200
Albania,2877800,2020-04-17,539,0.0200
Albania,2877800,2020-04-18,548,0.0200
Albania,2877800,2020-04-19,562,0.0200
Albania,2877800,2020-04-20,584,0.0200
Albania,2877800,2020-04-21,609,0.0200
Albania,2877800,2020-04-22,634,0.0200
Albania,2877800,2020-04-23,663,0.0200
Albania,2877800,2020-04-24,678,0.0200
Albania,2877800,2020-04-25,712,0.0200
Algeria,43851043,2020-05-15,6629,0.0200
Algeria,43851043,2020-05-16,6821,0.0200
Algeria,43851043,2020-05-17,7019,0.0200
Algeria,43851043,2020-05-18,7201,0.0200
Algeria,43851043,2020-05-19,7377,0.0200
Algeria,43851043,2020-05-20,7542,0.0200
Algeria,43851043,2020-05-21,7728,0.0200
Algeria,43851043,2020-05-22,7918,0.0200
Algeria,43851043,2020-05-23,8113,0.0200
Algeria,43851043,2020-05-24,8306,0.0200
Algeria,43851043,2020-05-25,8503,0.0200
Algeria,43851043,2020-05-26,8697,0.0200
Algeria,43851043,2020-05-27,8857,0.0200
Algeria,43851043,2020-05-28,8997,0.0200
Algeria,43851043,2020-05-29,9134,0.0200
Algeria,43851043,2020-05-30,9267,0.0200
Algeria,43851043,2020-05-31,9394,0.0200
Algeria,43851043,2020-06-01,9513,0.0200
Algeria,43851043,2020-06-02,9626,0.0200
Algeria,43851043,2020-06-03,9733,0.0200
Algeria,43851043,2020-06-04,9831,0.0200
Algeria,43851043,2020-06-05,9935,0.0200
Algeria,43851043,2020-06-06,10050,0.0200
Algeria,43851043,2020-06-07,10154,0.0200
Algeria,43851043,2020-06-08,10265,0.0200
Algeria,43851043,2020-06-09,10382,0.0200
Algeria,43851043,2020-06-10,10484,0.0200
Algeria,43851043,2020-06-11,10589,0.0200
Algeria,43851043,2020-06-12,10698,0.0200
Algeria,43851043,2020-06-13,10810,0.0200
Algeria,43851043,2020-06-14,10919,0.0200
Angola,32866268,2020-09-30,4972,0.0200
Angola,32866268,2020-10-01,5114,0.0200
Angola,32866268,2020-10-02,5211,0.0200
Angola,32866268,2020-10-03,5370,0.0200
Angola,32866268,2020-10-04,5402,0.0200
Angola,32866268,2020-10-05,5530,0.0200
Angola,32866268,2020-10-06,5725,0.0200
Angola,32866268,2020-10-07,5725,0.0200
Angola,32866268,2020-10-08,5958,0.0200
Angola,32866268,2020-10-09,6031,0.0200
Angola,32866268,2020-10-10,6246,0.0200
Angola,32866268,2020-10-11,6366,0.0200
Angola,32866268,2020-10-12,6488,0.0200
Angola,32866268,2020-10-13,6680,0.0200
Angola,32866268,2020-10-14,6846,0.0200
Angola,32866268,2020-10-15,7096,0.0200
Angola,32866268,2020-10-16,7222,0.0200
Angola,32866268,2020-10-17,7462,0.0200
Angola,32866268,2020-10-18,7622,0.0200
Angola,32866268,2020-10-19,7829,0.0200
Angola,32866268,2020-10-20,8049,0.0200
"Antigua and Barbuda",97928,2020-04-03,15,0.0200
"Antigua and Barbuda",97928,2020-04-04,15,0.0200
"Antigua and Barbuda",97928,2020-04-05,15,0.0200
"Antigua and Barbuda",97928,2020-04-06,15,0.0200
"Antigua and Barbuda",97928,2020-04-07,19,0.0200
"Antigua and Barbuda",97928,2020-04-08,19,0.0200
"Antigua and Barbuda",97928,2020-04-09,19,0.0200
"Antigua and Barbuda",97928,2020-04-10,19,0.0200
"Antigua and Barbuda",97928,2020-04-11,21,0.0200
"Antigua and Barbuda",97928,2020-04-12,21,0.0200
"Antigua and Barbuda",97928,2020-04-13,23,0.0200
"Antigua and Barbuda",97928,2020-04-14,23,0.0200
"Antigua and Barbuda",97928,2020-04-15,23,0.0200
"Antigua and Barbuda",97928,2020-04-16,23,0.0200
"Antigua and Barbuda",97928,2020-04-17,23,0.0200
"Antigua and Barbuda",97928,2020-04-18,23,0.0200
"Antigua and Barbuda",97928,2020-04-19,23,0.0200
"Antigua and Barbuda",97928,2020-04-20,23,0.0200
"Antigua and Barbuda",97928,2020-04-21,23,0.0200
"Antigua and Barbuda",97928,2020-04-22,24,0.0200
"Antigua and Barbuda",97928,2020-04-23,24,0.0200
"Antigua and Barbuda",97928,2020-04-24,24,0.0200
"Antigua and Barbuda",97928,2020-04-25,24,0.0200
"Antigua and Barbuda",97928,2020-04-26,24,0.0200
"Antigua and Barbuda",97928,2020-04-27,24,0.0200
"Antigua and Barbuda",97928,2020-04-28,24,0.0200
"Antigua and Barbuda",97928,2020-04-29,24,0.0200
"Antigua and Barbuda",97928,2020-04-30,24,0.0200
Argentina,45195777,2020-05-13,6879,0.0200
Argentina,45195777,2020-05-14,7134,0.0200
Argentina,45195777,2020-05-15,7479,0.0200
Argentina,45195777,2020-05-16,7805,0.0200
Argentina,45195777,2020-05-17,8068,0.0200
Argentina,45195777,2020-05-18,8371,0.0200
Argentina,45195777,2020-05-19,8809,0.0200
Argentina,45195777,2020-05-20,9283,0.0200
Argentina,45195777,2020-05-21,9931,0.0200
Argentina,45195777,2020-05-22,10649,0.0200
Armenia,2963234,2020-03-30,482,0.0200
Armenia,2963234,2020-03-31,532,0.0200
Armenia,2963234,2020-04-01,571,0.0200
Armenia,2963234,2020-04-02,663,0.0200
Armenia,2963234,2020-04-03,736,0.0200
Australia,25499881,2020-03-29,3984,0.0200
Australia,25499881,2020-03-30,4361,0.0200
Australia,25499881,2020-03-31,4559,0.0200
Australia,25499881,2020-04-01,4862,0.0200
Australia,25499881,2020-04-02,5116,0.0200
Australia,25499881,2020-04-03,5330,0.0200
Australia,25499881,2020-04-04,5550,0.0200
Australia,25499881,2020-04-05,5687,0.0200
Australia,25499881,2020-04-06,5797,0.0200
Australia,25499881,2020-04-07,5895,0.0200
Australia,25499881,2020-04-08,6010,0.0200
Australia,25499881,2020-04-09,6108,0.0200
Australia,25499881,2020-04-10,6215,0.0200
Australia,25499881,2020-04-11,6303,0.0200
Australia,25499881,2020-04-12,6315,0.0200
Australia,25499881,2020-04-13,6351,0.0200
"Burkina Faso",20903278,2020-12-05,3156,0.0200
"Burkina Faso",20903278,2020-12-06,3212,0.0200
"Burkina Faso",20903278,2020-12-07,3315,0.0200
"Burkina Faso",20903278,2020-12-08,3469,0.0200
"Burkina Faso",20903278,2020-12-09,3469,0.0200
"Burkina Faso",20903278,2020-12-10,3579,0.0200
"Burkina Faso",20903278,2020-12-11,3579,0.0200
"Burkina Faso",20903278,2020-12-12,3894,0.0200
"Burkina Faso",20903278,2020-12-13,4030,0.0200
"Burkina Faso",20903278,2020-12-14,4209,0.0200
"Burkina Faso",20903278,2020-12-15,4300,0.0200
"Burkina Faso",20903278,2020-12-16,4449,0.0200
"Burkina Faso",20903278,2020-12-17,4611,0.0200
"Burkina Faso",20903278,2020-12-18,4832,0.0200
"Burkina Faso",20903278,2020-12-19,4954,0.0200
"Burkina Faso",20903278,2020-12-20,5160,0.0200
Burundi,11890781,2021-02-12,1797,0.0200
Burundi,11890781,2021-02-13,1824,0.0200
Burundi,11890781,2021-02-14,1824,0.0200
Burundi,11890781,2021-02-15,1849,0.0200
Burundi,11890781,2021-02-16,1855,0.0200
Burundi,11890781,2021-02-17,1895,0.0200
Burundi,11890781,2021-02-18,1928,0.0200
Burundi,11890781,2021-02-19,1955,0.0200
Burundi,11890781,2021-02-20,1983,0.0200
Burundi,11890781,2021-02-21,2031,0.0200
Burundi,11890781,2021-02-22,2034,0.0200
Burundi,11890781,2021-02-23,2041,0.0200
Burundi,11890781,2021-02-24,2069,0.0200
Burundi,11890781,2021-02-25,2106,0.0200
Burundi,11890781,2021-02-26,2143,0.0200
Burundi,11890781,2021-02-27,2181,0.0200
Burundi,11890781,2021-02-28,2209,0.0200
Burundi,11890781,2021-03-01,2217,0.0200
Burundi,11890781,2021-03-02,2224,0.0200
Burundi,11890781,2021-03-03,2240,0.0200
Burundi,11890781,2021-03-04,2268,0.0200
Burundi,11890781,2021-03-05,2283,0.0200
Burundi,11890781,2021-03-06,2299,0.0200
Burundi,11890781,2021-03-07,2319,0.0200
Burundi,11890781,2021-03-08,2334,0.0200
Burundi,11890781,2021-03-09,2339,0.0200
Burundi,11890781,2021-03-10,2369,0.0200
Burundi,11890781,2021-03-11,2396,0.0200
Burundi,11890781,2021-03-12,2420,0.0200
Burundi,11890781,2021-03-13,2441,0.0200
Burundi,11890781,2021-03-14,2461,0.0200
Burundi,11890781,2021-03-15,2461,0.0200
Burundi,11890781,2021-03-16,2461,0.0200
Burundi,11890781,2021-03-17,2461,0.0200
Burundi,11890781,2021-03-18,2542,0.0200
Burundi,11890781,2021-03-19,2563,0.0200
Burundi,11890781,2021-03-20,2563,0.0200
Burundi,11890781,2021-03-21,2613,0.0200
Burundi,11890781,2021-03-22,2618,0.0200
Burundi,11890781,2021-03-23,2628,0.0200
Burundi,11890781,2021-03-24,2657,0.0200
Burundi,11890781,2021-03-25,2657,0.0200
Burundi,11890781,2021-03-26,2657,0.0200
Burundi,11890781,2021-03-27,2657,0.0200
Burundi,11890781,2021-03-28,2757,0.0200
Burundi,11890781,2021-03-29,2757,0.0200
Burundi,11890781,2021-03-30,2757,0.0200
Burundi,11890781,2021-03-31,2810,0.0200
Burundi,11890781,2021-04-01,2842,0.0200
Burundi,11890781,2021-04-02,2842,0.0200
Burundi,11890781,2021-04-03,2911,0.0200
Burundi,11890781,2021-04-04,2911,0.0200
Burundi,11890781,2021-04-05,2964,0.0200
Burundi,11890781,2021-04-06,2970,0.0200
Cambodia,16718971,2021-04-02,2546,0.0200
Cambodia,16718971,2021-04-03,2689,0.0200
Cambodia,16718971,2021-04-04,2689,0.0200
Cambodia,16718971,2021-04-05,2752,0.0200
Cambodia,16718971,2021-04-06,2915,0.0200
Cambodia,16718971,2021-04-07,2915,0.0200
Cambodia,16718971,2021-04-08,3028,0.0200
Cambodia,16718971,2021-04-09,3604,0.0200
Cambodia,16718971,2021-04-10,4081,0.0200
Cameroon,26545864,2020-05-21,4288,0.0200
Cameroon,26545864,2020-05-22,4400,0.0200
Cameroon,26545864,2020-05-23,4400,0.0200
Cameroon,26545864,2020-05-24,4890,0.0200
Cameroon,26545864,2020-05-25,4890,0.0200
Cameroon,26545864,2020-05-26,5436,0.0200
Cameroon,26545864,2020-05-27,5436,0.0200
Cameroon,26545864,2020-05-28,5436,0.0200
Cameroon,26545864,2020-05-29,5436,0.0200
Cameroon,26545864,2020-05-30,5904,0.0200
Cameroon,26545864,2020-05-31,5904,0.0200
Cameroon,26545864,2020-06-01,6397,0.0200
Cameroon,26545864,2020-06-02,6585,0.0200
Cameroon,26545864,2020-06-03,6585,0.0200
Canada,37742157,2020-03-29,6280,0.0200
Canada,37742157,2020-03-30,7398,0.0200
